Indicator,Group,State,Subgroup,Week,Week Label,Value,Low CI,High CI,Confidence Interval,Quartile range
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,Apr 23 - May 5,35.2,30.2,40.4,30.2 - 40.4,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,Apr 23 - May 5,27.3,23.5,31.4,23.5 - 31.4,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,Apr 23 - May 5,28.6,24.9,32.7,24.9 - 32.7,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,Apr 23 - May 5,34.8,30.4,39.4,30.4 - 39.4,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1,Apr 23 - May 5,34.8,30.6,39.2,30.6 - 39.2,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1,Apr 23 - May 5,37.6,34.2,41.1,34.2 - 41.1,36.8 - 41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,Apr 23 - May 5,34.6,29.9,39.7,29.9 - 39.7,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,Apr 23 - May 5,41.4,36.7,46.1,36.7 - 46.1,36.8 - 41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,Apr 23 - May 5,34.6,29.4,40.1,29.4 - 40.1,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,Apr 23 - May 5,27.7,23.8,31.9,23.8 - 31.9,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,Apr 23 - May 5,35.1,31.7,38.7,31.7 - 38.7,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,Apr 23 - May 5,34.1,29.6,38.8,29.6 - 38.8,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1,Apr 23 - May 5,36.8,33.2,40.6,33.2 - 40.6,36.8 - 41.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,Apr 23 - May 5,35.1,31.7,38.7,31.7 - 38.7,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1,Apr 23 - May 5,34.4,29.9,39.1,29.9 - 39.1,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1,Apr 23 - May 5,33.3,29.4,37.4,29.4 - 37.4,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1,Apr 23 - May 5,25.6,20.5,31.1,20.5 - 31.1,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,Apr 23 - May 5,33.4,28.0,39.3,28.0 - 39.3,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,Apr 23 - May 5,34.9,30.8,39.2,30.8 - 39.2,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,Apr 23 - May 5,34.7,31.1,38.4,31.1 - 38.4,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,Apr 23 - May 5,33.9,28.5,39.6,28.5 - 39.6,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,Apr 23 - May 5,33.7,30.3,37.2,30.3 - 37.2,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,Apr 23 - May 5,35.0,32.2,37.8,32.2 - 37.8,34.8 - 36.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,Apr 23 - May 5,34.3,29.5,39.3,29.5 - 39.3,33.4 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,Apr 23 - May 5,31.1,28.1,34.3,28.1 - 34.3,25.6 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,Apr 23 - May 5,31.0,26.4,35.8,26.4 - 35.8,25.6 - 33.3
Symptoms of Depressive Disorder,National Estimate,United States,United States,2,May 7-12,24.1,23.0,25.2,23.0 - 25.2,
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2,May 7-12,36.2,32.2,40.2,32.2 - 40.2,
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2,May 7-12,27.7,25.7,29.8,25.7 - 29.8,
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2,May 7-12,25.5,23.1,28.0,23.1 - 28.0,
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2,May 7-12,24.1,22.0,26.2,22.0 - 26.2,
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2,May 7-12,17.6,15.7,19.6,15.7 - 19.6,
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2,May 7-12,12.2,10.4,14.2,10.4 - 14.2,
Symptoms of Depressive Disorder,By Age,United States,80 years and above,2,May 7-12,9.1,6.9,11.6,6.9 - 11.6,
Symptoms of Depressive Disorder,By Gender,United States,Male,2,May 7-12,22.3,20.6,24.0,20.6 - 24.0,
Symptoms of Depressive Disorder,By Gender,United States,Female,2,May 7-12,25.8,24.7,27.0,24.7 - 27.0,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,May 7-12,27.9,24.4,31.6,24.4 - 31.6,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,May 7-12,22.5,21.6,23.4,21.6 - 23.4,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,May 7-12,27.7,23.8,31.9,23.8 - 31.9,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,May 7-12,19.5,15.4,24.3,15.4 - 24.3,
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,May 7-12,33.0,28.6,37.7,28.6 - 37.7,
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2,May 7-12,31.4,25.9,37.3,25.9 - 37.3,
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2,May 7-12,27.1,24.9,29.4,24.9 - 29.4,
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2,May 7-12,26.5,25.0,28.1,25.0 - 28.1,
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,May 7-12,17.2,16.0,18.3,16.0 - 18.3,
Symptoms of Depressive Disorder,By State,Alabama,Alabama,2,May 7-12,22.5,16.4,29.5,16.4 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Alaska,Alaska,2,May 7-12,25.1,20.3,30.4,20.3 - 30.4,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Arizona,Arizona,2,May 7-12,25.3,19.7,31.7,19.7 - 31.7,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2,May 7-12,24.5,19.2,30.5,19.2 - 30.5,23.1 - 25.6
Symptoms of Depressive Disorder,By State,California,California,2,May 7-12,22.8,19.2,26.8,19.2 - 26.8,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Colorado,Colorado,2,May 7-12,23.6,17.8,30.2,17.8 - 30.2,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2,May 7-12,21.5,16.2,27.6,16.2 - 27.6,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Delaware,Delaware,2,May 7-12,23.3,18.3,28.9,18.3 - 28.9,23.1 - 25.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2,May 7-12,30.3,22.8,38.6,22.8 - 38.6,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Florida,Florida,2,May 7-12,24.8,20.0,30.0,20.0 - 30.0,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,2,May 7-12,25.6,20.7,30.9,20.7 - 30.9,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2,May 7-12,16.8,12.1,22.4,12.1 - 22.4,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Idaho,Idaho,2,May 7-12,17.0,13.2,21.5,13.2 - 21.5,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,2,May 7-12,29.2,25.2,33.5,25.2 - 33.5,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,2,May 7-12,19.9,14.8,25.8,14.8 - 25.8,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Iowa,Iowa,2,May 7-12,18.1,12.9,24.2,12.9 - 24.2,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Kansas,Kansas,2,May 7-12,16.7,12.8,21.2,12.8 - 21.2,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2,May 7-12,25.6,19.8,32.2,19.8 - 32.2,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2,May 7-12,30.0,23.2,37.5,23.2 - 37.5,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Maine,Maine,2,May 7-12,17.1,12.2,23.0,12.2 - 23.0,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Maryland,Maryland,2,May 7-12,24.6,18.3,31.8,18.3 - 31.8,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2,May 7-12,18.9,15.2,23.0,15.2 - 23.0,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Michigan,Michigan,2,May 7-12,23.4,18.8,28.4,18.8 - 28.4,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2,May 7-12,18.4,13.8,23.9,13.8 - 23.9,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2,May 7-12,35.5,27.5,44.1,27.5 - 44.1,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,2,May 7-12,24.1,18.5,30.5,18.5 - 30.5,23.1 - 25.6
Symptoms of Depressive Disorder,By State,Montana,Montana,2,May 7-12,20.8,14.7,28.2,14.7 - 28.2,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2,May 7-12,21.6,15.4,28.9,15.4 - 28.9,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Nevada,Nevada,2,May 7-12,31.2,25.4,37.5,25.4 - 37.5,25.7 - 35.5
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2,May 7-12,23.3,18.2,28.9,18.2 - 28.9,23.1 - 25.6
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2,May 7-12,26.4,20.3,33.2,20.3 - 33.2,25.7 - 35.5
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2,May 7-12,29.0,20.8,38.3,20.8 - 38.3,25.7 - 35.5
Symptoms of Depressive Disorder,By State,New York,New York,2,May 7-12,29.2,24.2,34.6,24.2 - 34.6,25.7 - 35.5
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2,May 7-12,20.2,15.6,25.5,15.6 - 25.5,16.7 - 20.6
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2,May 7-12,20.2,13.9,27.9,13.9 - 27.9,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Ohio,Ohio,2,May 7-12,26.4,21.3,32.1,21.3 - 32.1,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2,May 7-12,20.7,15.4,26.9,15.4 - 26.9,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Oregon,Oregon,2,May 7-12,17.8,13.7,22.6,13.7 - 22.6,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2,May 7-12,23.0,18.8,27.8,18.8 - 27.8,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2,May 7-12,22.8,15.3,31.9,15.3 - 31.9,20.7 - 23.0
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2,May 7-12,25.6,20.6,31.1,20.6 - 31.1,23.1 - 25.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2,May 7-12,20.5,13.5,29.2,13.5 - 29.2,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2,May 7-12,21.7,15.2,29.5,15.2 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Texas,Texas,2,May 7-12,25.7,21.8,30.0,21.8 - 30.0,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Utah,Utah,2,May 7-12,22.6,17.9,27.8,17.9 - 27.8,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Vermont,Vermont,2,May 7-12,26.8,20.4,34.1,20.4 - 34.1,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Virginia,Virginia,2,May 7-12,20.6,16.4,25.4,16.4 - 25.4,16.7 - 20.6
Symptoms of Depressive Disorder,By State,Washington,Washington,2,May 7-12,22.9,19.4,26.6,19.4 - 26.6,20.7 - 23.0
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2,May 7-12,31.8,24.7,39.7,24.7 - 39.7,25.7 - 35.5
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2,May 7-12,22.9,17.2,29.5,17.2 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2,May 7-12,18.6,11.0,28.5,11.0 - 28.5,16.7 - 20.6
Symptoms of Anxiety Disorder,National Estimate,United States,United States,2,May 7-12,30.0,28.9,31.0,28.9 - 31.0,
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2,May 7-12,42.0,38.3,45.7,38.3 - 45.7,
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2,May 7-12,34.3,32.6,36.1,32.6 - 36.1,
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2,May 7-12,31.9,29.3,34.6,29.3 - 34.6,
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2,May 7-12,31.3,29.0,33.7,29.0 - 33.7,
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2,May 7-12,22.0,19.8,24.3,19.8 - 24.3,
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2,May 7-12,16.4,14.5,18.5,14.5 - 18.5,
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2,May 7-12,11.0,8.2,14.3,8.2 - 14.3,
Symptoms of Anxiety Disorder,By Gender,United States,Male,2,May 7-12,26.7,24.9,28.5,24.9 - 28.5,
Symptoms of Anxiety Disorder,By Gender,United States,Female,2,May 7-12,33.1,32.0,34.2,32.0 - 34.2,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,May 7-12,36.2,32.6,39.9,32.6 - 39.9,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,May 7-12,27.8,26.8,28.7,26.8 - 28.7,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,May 7-12,33.0,29.3,37.0,29.3 - 37.0,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,May 7-12,26.3,22.3,30.7,22.3 - 30.7,
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,May 7-12,38.9,34.1,43.9,34.1 - 43.9,
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2,May 7-12,36.6,30.2,43.4,30.2 - 43.4,
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2,May 7-12,32.8,30.4,35.3,30.4 - 35.3,
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2,May 7-12,31.5,29.7,33.3,29.7 - 33.3,
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2,May 7-12,24.2,23.1,25.4,23.1 - 25.4,
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,May 7-12,27.2,21.1,34.1,21.1 - 34.1,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,May 7-12,27.4,22.8,32.4,22.8 - 32.4,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,May 7-12,34.2,29.2,39.4,29.2 - 39.4,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,May 7-12,29.1,23.4,35.3,23.4 - 35.3,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,California,California,2,May 7-12,31.4,27.4,35.6,27.4 - 35.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,May 7-12,29.7,23.4,36.8,23.4 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,May 7-12,29.1,22.4,36.6,22.4 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,May 7-12,24.9,19.7,30.8,19.7 - 30.8,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,May 7-12,36.2,28.6,44.5,28.6 - 44.5,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,May 7-12,27.6,23.1,32.5,23.1 - 32.5,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,May 7-12,29.5,24.2,35.4,24.2 - 35.4,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,May 7-12,20.4,15.9,25.5,15.9 - 25.5,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,May 7-12,25.0,19.9,30.6,19.9 - 30.6,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,May 7-12,35.7,30.6,41.1,30.6 - 41.1,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,May 7-12,31.5,26.5,36.9,26.5 - 36.9,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,May 7-12,20.3,15.5,25.9,15.5 - 25.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,May 7-12,25.1,20.0,30.9,20.0 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,May 7-12,29.6,24.6,35.0,24.6 - 35.0,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,May 7-12,34.6,27.2,42.7,27.2 - 42.7,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,May 7-12,28.9,22.7,35.7,22.7 - 35.7,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,May 7-12,30.1,24.2,36.6,24.2 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,May 7-12,28.7,24.5,33.3,24.5 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,May 7-12,27.0,22.4,32.1,22.4 - 32.1,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,May 7-12,22.9,18.4,27.9,18.4 - 27.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,May 7-12,38.3,30.9,46.0,30.9 - 46.0,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,May 7-12,37.8,32.3,43.7,32.3 - 43.7,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,May 7-12,24.9,18.1,32.8,18.1 - 32.8,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,May 7-12,29.6,23.1,36.8,23.1 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,May 7-12,34.0,28.3,40.2,28.3 - 40.2,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,May 7-12,30.4,25.7,35.5,25.7 - 35.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,May 7-12,36.3,29.9,43.2,29.9 - 43.2,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,May 7-12,30.2,22.7,38.4,22.7 - 38.4,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,New York,New York,2,May 7-12,33.0,27.7,38.5,27.7 - 38.5,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,May 7-12,25.9,20.4,32.0,20.4 - 32.0,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,May 7-12,25.4,18.8,33.0,18.8 - 33.0,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,May 7-12,26.4,21.6,31.6,21.6 - 31.6,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,May 7-12,27.2,20.7,34.6,20.7 - 34.6,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,May 7-12,26.2,22.5,30.3,22.5 - 30.3,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,May 7-12,28.4,23.7,33.5,23.7 - 33.5,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2,May 7-12,26.9,19.2,35.9,19.2 - 35.9,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2,May 7-12,27.9,23.0,33.3,23.0 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2,May 7-12,26.1,17.9,35.7,17.9 - 35.7,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2,May 7-12,29.6,23.4,36.5,23.4 - 36.5,28.8 - 31.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,2,May 7-12,32.4,28.2,36.9,28.2 - 36.9,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Utah,Utah,2,May 7-12,26.0,21.6,30.9,21.6 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2,May 7-12,31.8,25.3,38.8,25.3 - 38.8,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2,May 7-12,26.8,21.8,32.3,21.8 - 32.3,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,Washington,Washington,2,May 7-12,28.5,24.5,32.8,24.5 - 32.8,26.3 - 28.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2,May 7-12,34.6,27.3,42.4,27.3 - 42.4,31.6 - 38.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2,May 7-12,25.6,19.4,32.6,19.4 - 32.6,20.3 - 26.2
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2,May 7-12,22.5,15.0,31.7,15.0 - 31.7,20.3 - 26.2
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2,May 7-12,34.4,33.3,35.5,33.3 - 35.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2,May 7-12,47.4,43.4,51.3,43.4 - 51.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2,May 7-12,39.3,37.4,41.2,37.4 - 41.2,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2,May 7-12,36.9,34.1,39.7,34.1 - 39.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2,May 7-12,35.5,33.0,37.9,33.0 - 37.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2,May 7-12,25.5,23.2,27.9,23.2 - 27.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2,May 7-12,19.8,17.7,22.0,17.7 - 22.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2,May 7-12,13.9,10.9,17.3,10.9 - 17.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,2,May 7-12,31.4,29.5,33.3,29.5 - 33.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,2,May 7-12,37.2,36.2,38.3,36.2 - 38.3,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,May 7-12,40.3,36.6,44.0,36.6 - 44.0,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,May 7-12,32.0,31.1,32.9,31.1 - 32.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,May 7-12,38.8,34.2,43.5,34.2 - 43.5,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,May 7-12,29.9,25.7,34.4,25.7 - 34.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,May 7-12,45.9,41.1,50.7,41.1 - 50.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2,May 7-12,42.5,36.2,48.9,36.2 - 48.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2,May 7-12,37.8,35.3,40.4,35.3 - 40.4,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2,May 7-12,36.2,34.6,37.9,34.6 - 37.9,
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2,May 7-12,27.5,26.3,28.7,26.3 - 28.7,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2,May 7-12,30.6,24.1,37.7,24.1 - 37.7,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2,May 7-12,35.7,30.9,40.8,30.9 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,May 7-12,38.4,32.6,44.6,32.6 - 44.6,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,May 7-12,33.0,27.2,39.4,27.2 - 39.4,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2,May 7-12,34.4,30.4,38.6,30.4 - 38.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2,May 7-12,32.2,25.7,39.2,25.7 - 39.2,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2,May 7-12,36.0,28.8,43.6,28.8 - 43.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2,May 7-12,31.6,26.1,37.5,26.1 - 37.5,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2,May 7-12,40.6,32.9,48.7,32.9 - 48.7,36.1 - 48.4
